CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage chirurgien-dentiste
57278;Guinzeling;1_Tres_sous_dotee
57280;Guntzviller;1_Tres_sous_dotee
57281;Haboudange;1_Tres_sous_dotee
57282;Hagen;1_Tres_sous_dotee
57283;Hagondange;4_Tres_dotee
57284;Hallering;1_Tres_sous_dotee
57286;Halstroff;1_Tres_sous_dotee
57287;Basse-Ham;1_Tres_sous_dotee
57288;Ham-sous-Varsberg;1_Tres_sous_dotee
57289;Hambach;1_Tres_sous_dotee
57290;Hampont;2_Sous_dotee
57291;Hangviller;3_intermediaire
57292;Hannocourt;2_Sous_dotee
57293;Han-sur-Nied;2_Sous_dotee
57294;Hanviller;1_Tres_sous_dotee
57295;Haraucourt-sur-Seille;1_Tres_sous_dotee
57296;Hargarten-aux-Mines;1_Tres_sous_dotee
57297;Harprich;1_Tres_sous_dotee
57298;Harreberg;1_Tres_sous_dotee
57299;Hartzviller;1_Tres_sous_dotee
57300;Haselbourg;3_intermediaire
57301;Haspelschiedt;1_Tres_sous_dotee
57302;Hattigny;1_Tres_sous_dotee
57303;Hauconcourt;4_Tres_dotee
57304;Haut-Clocher;1_Tres_sous_dotee
57305;Havange;2_Sous_dotee
57306;Hayange;2_Sous_dotee
57307;Hayes;4_Tres_dotee
57308;Hazembourg;1_Tres_sous_dotee
57309;Heining-lès-Bouzonville;1_Tres_sous_dotee
57310;Hellering-lès-Fénétrange;1_Tres_sous_dotee
57311;Hellimer;1_Tres_sous_dotee
57312;Helstroff;1_Tres_sous_dotee
57313;Hémilly;3_intermediaire
57314;Héming;1_Tres_sous_dotee
57315;Henridorff;3_intermediaire
57316;Henriville;1_Tres_sous_dotee
57317;Hérange;3_intermediaire
57318;Hermelange;1_Tres_sous_dotee
57319;Herny;2_Sous_dotee
57320;Hertzing;1_Tres_sous_dotee
57321;Hesse;1_Tres_sous_dotee
57322;Hestroff;1_Tres_sous_dotee
57323;Hettange-Grande;1_Tres_sous_dotee
57324;Hilbesheim;1_Tres_sous_dotee
57325;Hilsprich;1_Tres_sous_dotee
57326;Hinckange;1_Tres_sous_dotee
57328;Holacourt;2_Sous_dotee
57329;Holling;1_Tres_sous_dotee
57330;Holving;1_Tres_sous_dotee
57331;Hombourg-Budange;3_intermediaire
57332;Hombourg-Haut;3_intermediaire
57333;Hommarting;1_Tres_sous_dotee
57334;Hommert;1_Tres_sous_dotee
57335;Honskirch;1_Tres_sous_dotee
57336;L'Hôpital;2_Sous_dotee
57337;Hoste;1_Tres_sous_dotee
57338;Hottviller;1_Tres_sous_dotee
57339;Hultehouse;3_intermediaire
57340;Hundling;1_Tres_sous_dotee
57341;Hunting;1_Tres_sous_dotee
57342;Ibigny;1_Tres_sous_dotee
57343;Illange;4_Tres_dotee
57344;Imling;1_Tres_sous_dotee
57345;Inglange;1_Tres_sous_dotee
57346;Insming;1_Tres_sous_dotee
57347;Insviller;1_Tres_sous_dotee
57348;Ippling;1_Tres_sous_dotee
57349;Jallaucourt;2_Sous_dotee
57350;Jouy-aux-Arches;4_Tres_dotee
57351;Jury;4_Tres_dotee
57352;Jussy;4_Tres_dotee
57353;Juvelize;1_Tres_sous_dotee
57354;Juville;2_Sous_dotee
57355;Kalhausen;1_Tres_sous_dotee
57356;Kanfen;1_Tres_sous_dotee
57357;Kappelkinger;1_Tres_sous_dotee
57358;Kédange-sur-Canner;3_intermediaire
57359;Kemplich;1_Tres_sous_dotee
57360;Kerbach;1_Tres_sous_dotee
57361;Kerling-lès-Sierck;1_Tres_sous_dotee
57362;Kerprich-aux-Bois;1_Tres_sous_dotee
57364;Kirsch-lès-Sierck;1_Tres_sous_dotee
57365;Kirschnaumen;1_Tres_sous_dotee
57366;Kirviller;1_Tres_sous_dotee
57367;Klang;3_intermediaire
57368;Knutange;2_Sous_dotee
57370;Kœnigsmacker;1_Tres_sous_dotee
57371;Haute-Kontz;1_Tres_sous_dotee
57372;Kuntzig;1_Tres_sous_dotee
57373;Lachambre;2_Sous_dotee
57374;Lafrimbolle;1_Tres_sous_dotee
57375;Lagarde;1_Tres_sous_dotee
57376;Lambach;1_Tres_sous_dotee
57377;Landange;1_Tres_sous_dotee
57379;Landroff;1_Tres_sous_dotee
57380;Laneuveville-lès-Lorquin;1_Tres_sous_dotee
57381;Laneuveville-en-Saulnois;2_Sous_dotee
57382;Langatte;1_Tres_sous_dotee
57383;Languimberg;1_Tres_sous_dotee
57384;Laning;2_Sous_dotee
57385;Laquenexy;4_Tres_dotee
57386;Laudrefang;2_Sous_dotee
57387;Laumesfeld;1_Tres_sous_dotee
57388;Launstroff;1_Tres_sous_dotee
57389;Lelling;2_Sous_dotee
57390;Lemberg;1_Tres_sous_dotee
57391;Lemoncourt;2_Sous_dotee
57392;Lemud;2_Sous_dotee
57393;Lengelsheim;1_Tres_sous_dotee
57394;Léning;1_Tres_sous_dotee
57395;Lesse;2_Sous_dotee
57396;Lessy;4_Tres_dotee
57397;Ley;1_Tres_sous_dotee
57398;Leyviller;1_Tres_sous_dotee
57399;Lezey;1_Tres_sous_dotee
57401;Lidrezing;1_Tres_sous_dotee
57402;Liederschiedt;1_Tres_sous_dotee
57403;Liéhon;3_intermediaire
57404;Lindre-Basse;1_Tres_sous_dotee
57405;Lindre-Haute;1_Tres_sous_dotee
57406;Liocourt;2_Sous_dotee
57407;Lixheim;3_intermediaire
57408;Lixing-lès-Rouhling;1_Tres_sous_dotee
57409;Lixing-lès-Saint-Avold;2_Sous_dotee
57410;Lhor;1_Tres_sous_dotee
57411;Lommerange;2_Sous_dotee
57412;Longeville-lès-Metz;4_Tres_dotee
57413;Longeville-lès-Saint-Avold;3_intermediaire
57414;Lorquin;1_Tres_sous_dotee
57415;Lorry-lès-Metz;3_intermediaire
57416;Lorry-Mardigny;3_intermediaire
57417;Lostroff;1_Tres_sous_dotee
57418;Loudrefing;1_Tres_sous_dotee
57419;Loupershouse;1_Tres_sous_dotee
57421;Loutzviller;1_Tres_sous_dotee
57422;Louvigny;1_Tres_sous_dotee
57423;Lubécourt;2_Sous_dotee
57424;Lucy;2_Sous_dotee
57425;Luppy;2_Sous_dotee
57426;Luttange;3_intermediaire
57427;Lutzelbourg;3_intermediaire
57428;Macheren;2_Sous_dotee
57430;Mainvillers;3_intermediaire
57431;Maizeroy;1_Tres_sous_dotee
57433;Maizières-lès-Metz;4_Tres_dotee
57434;Maizières-lès-Vic;1_Tres_sous_dotee
57436;Malaucourt-sur-Seille;2_Sous_dotee
57437;Malling;1_Tres_sous_dotee
57438;Malroy;3_intermediaire
57439;Manderen-Ritzing;1_Tres_sous_dotee
57440;Manhoué;2_Sous_dotee
57441;Manom;3_intermediaire
57442;Many;3_intermediaire
57443;Marange-Silvange;1_Tres_sous_dotee
57444;Marange-Zondrange;1_Tres_sous_dotee
57445;Marieulles;3_intermediaire
57446;Marimont-lès-Bénestroff;1_Tres_sous_dotee
57447;Marly;3_intermediaire
57448;Marsal;1_Tres_sous_dotee
57449;Marsilly;4_Tres_dotee
57451;Marthille;1_Tres_sous_dotee
57452;La Maxe;3_intermediaire
57453;Maxstadt;2_Sous_dotee
57454;Mécleuves;3_intermediaire
57455;Mégange;1_Tres_sous_dotee
57456;Meisenthal;1_Tres_sous_dotee
57457;Menskirch;1_Tres_sous_dotee
57459;Merschweiller;1_Tres_sous_dotee
57460;Merten;1_Tres_sous_dotee
57461;Métairies-Saint-Quirin;1_Tres_sous_dotee
57462;Metting;1_Tres_sous_dotee
57463;Metz;4_Tres_dotee
57464;Metzeresche;3_intermediaire
57465;Metzervisse;3_intermediaire
57466;Metzing;1_Tres_sous_dotee
57467;Mey;4_Tres_dotee
57468;Mittelbronn;3_intermediaire
57469;Mittersheim;1_Tres_sous_dotee
57470;Molring;1_Tres_sous_dotee
57471;Momerstroff;1_Tres_sous_dotee
57472;Moncheux;2_Sous_dotee
57473;Moncourt;1_Tres_sous_dotee
57474;Mondelange;4_Tres_dotee
57475;Mondorff;3_intermediaire
57476;Monneren;1_Tres_sous_dotee
57477;Montbronn;1_Tres_sous_dotee
57478;Montdidier;1_Tres_sous_dotee
57479;Montenach;1_Tres_sous_dotee
57480;Montigny-lès-Metz;3_intermediaire
57481;Montois-la-Montagne;2_Sous_dotee
57482;Ogy-Montoy-Flanville;4_Tres_dotee
57483;Morhange;1_Tres_sous_dotee
57484;Morsbach;1_Tres_sous_dotee
57485;Morville-lès-Vic;2_Sous_dotee
57486;Morville-sur-Nied;2_Sous_dotee
57487;Moulins-lès-Metz;4_Tres_dotee
57488;Moussey;1_Tres_sous_dotee
57489;Mouterhouse;1_Tres_sous_dotee
57490;Moyenvic;2_Sous_dotee
57491;Moyeuvre-Grande;1_Tres_sous_dotee
57492;Moyeuvre-Petite;1_Tres_sous_dotee
57493;Mulcey;1_Tres_sous_dotee
57494;Munster;1_Tres_sous_dotee
57495;Narbéfontaine;1_Tres_sous_dotee
57496;Nébing;1_Tres_sous_dotee
57497;Nelling;1_Tres_sous_dotee
57498;Neufchef;2_Sous_dotee
57499;Neufgrange;1_Tres_sous_dotee
57500;Neufmoulins;1_Tres_sous_dotee
57501;Neufvillage;1_Tres_sous_dotee
57502;Neunkirchen-lès-Bouzonville;1_Tres_sous_dotee
57504;Niderhoff;1_Tres_sous_dotee
57505;Niderviller;1_Tres_sous_dotee
57506;Niederstinzel;1_Tres_sous_dotee
57507;Niedervisse;1_Tres_sous_dotee
57508;Nilvange;2_Sous_dotee
57509;Nitting;1_Tres_sous_dotee
57510;Noisseville;4_Tres_dotee
57511;Norroy-le-Veneur;3_intermediaire
57512;Nouilly;4_Tres_dotee
57513;Nousseviller-lès-Bitche;1_Tres_sous_dotee
57514;Nousseviller-Saint-Nabor;1_Tres_sous_dotee
57515;Novéant-sur-Moselle;1_Tres_sous_dotee
57516;Oberdorff;1_Tres_sous_dotee
57517;Obergailbach;1_Tres_sous_dotee
57518;Oberstinzel;1_Tres_sous_dotee
57519;Obervisse;1_Tres_sous_dotee
57520;Obreck;2_Sous_dotee
57521;Œting;1_Tres_sous_dotee
57524;Ommeray;1_Tres_sous_dotee
57525;Oriocourt;2_Sous_dotee
57526;Ormersviller;1_Tres_sous_dotee
57527;Orny;3_intermediaire
57528;Oron;1_Tres_sous_dotee
57529;Ottange;1_Tres_sous_dotee
57530;Ottonville;1_Tres_sous_dotee
57531;Oudrenne;1_Tres_sous_dotee
57532;Pagny-lès-Goin;3_intermediaire
57533;Pange;4_Tres_dotee
57534;Peltre;3_intermediaire
57535;Petit-Réderching;1_Tres_sous_dotee
57536;Petit-Tenquin;1_Tres_sous_dotee
57537;Petite-Rosselle;1_Tres_sous_dotee
57538;Pettoncourt;2_Sous_dotee
57539;Pévange;1_Tres_sous_dotee
57540;Phalsbourg;3_intermediaire
57541;Philippsbourg;1_Tres_sous_dotee
57542;Piblange;1_Tres_sous_dotee
57543;Pierrevillers;1_Tres_sous_dotee
57544;Plaine-de-Walsch;1_Tres_sous_dotee
57545;Plappeville;4_Tres_dotee
57546;Plesnois;3_intermediaire
57547;Pommérieux;3_intermediaire
57548;Pontoy;3_intermediaire
57549;Pontpierre;3_intermediaire
57550;Porcelette;1_Tres_sous_dotee
57551;Postroff;1_Tres_sous_dotee
57552;Pouilly;3_intermediaire
57553;Pournoy-la-Chétive;3_intermediaire
57554;Pournoy-la-Grasse;3_intermediaire
57555;Prévocourt;2_Sous_dotee
57556;Puttelange-aux-Lacs;1_Tres_sous_dotee
57557;Puttelange-lès-Thionville;1_Tres_sous_dotee
57558;Puttigny;2_Sous_dotee
57559;Puzieux;2_Sous_dotee
57560;Racrange;1_Tres_sous_dotee
57561;Rahling;1_Tres_sous_dotee
57562;Ranguevaux;2_Sous_dotee
57563;Raville;3_intermediaire
57564;Réchicourt-le-Château;1_Tres_sous_dotee
57565;Rédange;1_Tres_sous_dotee
57566;Réding;1_Tres_sous_dotee
57567;Rémelfang;1_Tres_sous_dotee
57568;Rémelfing;1_Tres_sous_dotee
57569;Rémeling;1_Tres_sous_dotee
57570;Rémering;1_Tres_sous_dotee
57571;Rémering-lès-Puttelange;1_Tres_sous_dotee
57572;Rémilly;2_Sous_dotee
57573;Réning;1_Tres_sous_dotee
57574;Basse-Rentgen;1_Tres_sous_dotee
57575;Retonfey;4_Tres_dotee
57576;Rettel;1_Tres_sous_dotee
57577;Reyersviller;1_Tres_sous_dotee
57578;Rezonville-Vionville;1_Tres_sous_dotee
57579;Rhodes;1_Tres_sous_dotee
57580;Riche;1_Tres_sous_dotee
57581;Richeling;1_Tres_sous_dotee
57582;Richemont;4_Tres_dotee
57583;Richeval;1_Tres_sous_dotee
57584;Rimling;1_Tres_sous_dotee
57586;Rochonvillers;3_intermediaire
57587;Rodalbe;1_Tres_sous_dotee
57588;Rodemack;1_Tres_sous_dotee
57589;Rohrbach-lès-Bitche;1_Tres_sous_dotee
57590;Rolbing;1_Tres_sous_dotee
57591;Rombas;1_Tres_sous_dotee
57592;Romelfing;1_Tres_sous_dotee
57593;Roncourt;2_Sous_dotee
57594;Roppeviller;1_Tres_sous_dotee
57595;Rorbach-lès-Dieuze;1_Tres_sous_dotee
57596;Rosbruck;3_intermediaire
57597;Rosselange;1_Tres_sous_dotee
57598;Rouhling;1_Tres_sous_dotee
57599;Roupeldange;1_Tres_sous_dotee
57600;Roussy-le-Village;1_Tres_sous_dotee
57601;Rozérieulles;1_Tres_sous_dotee
57602;Rurange-lès-Thionville;3_intermediaire
57603;Russange;1_Tres_sous_dotee
57604;Rustroff;1_Tres_sous_dotee
57605;Sailly-Achâtel;1_Tres_sous_dotee
57606;Saint-Avold;2_Sous_dotee
57607;Sainte-Barbe;4_Tres_dotee
57609;Saint-Epvre;2_Sous_dotee
57610;Saint-François-Lacroix;1_Tres_sous_dotee
57611;Saint-Georges;1_Tres_sous_dotee
57612;Saint-Hubert;4_Tres_dotee
57613;Saint-Jean-de-Bassel;1_Tres_sous_dotee
57614;Saint-Jean-Kourtzerode;3_intermediaire
57615;Saint-Jean-Rohrbach;1_Tres_sous_dotee
57616;Saint-Julien-lès-Metz;4_Tres_dotee
57617;Saint-Jure;1_Tres_sous_dotee
57618;Saint-Louis;3_intermediaire
57619;Saint-Louis-lès-Bitche;1_Tres_sous_dotee
57620;Sainte-Marie-aux-Chênes;2_Sous_dotee
57621;Saint-Médard;1_Tres_sous_dotee
57622;Saint-Privat-la-Montagne;2_Sous_dotee
57623;Saint-Quirin;1_Tres_sous_dotee
57624;Sainte-Ruffine;4_Tres_dotee
57625;Salonnes;2_Sous_dotee
57626;Sanry-lès-Vigy;3_intermediaire
57627;Sanry-sur-Nied;2_Sous_dotee
57628;Sarralbe;1_Tres_sous_dotee
57629;Sarraltroff;1_Tres_sous_dotee
57630;Sarrebourg;1_Tres_sous_dotee
57631;Sarreguemines;1_Tres_sous_dotee
57633;Sarreinsming;1_Tres_sous_dotee
57634;Saulny;3_intermediaire
57635;Schalbach;1_Tres_sous_dotee
57636;Schmittviller;1_Tres_sous_dotee
57637;Schneckenbusch;1_Tres_sous_dotee
57638;Schœneck;1_Tres_sous_dotee
57639;Schorbach;1_Tres_sous_dotee
57640;Schwerdorff;1_Tres_sous_dotee
57641;Schweyen;1_Tres_sous_dotee
57642;Scy-Chazelles;4_Tres_dotee
57643;Secourt;1_Tres_sous_dotee
57644;Seingbouse;3_intermediaire
57645;Semécourt;4_Tres_dotee
57647;Serémange-Erzange;2_Sous_dotee
57648;Servigny-lès-Raville;1_Tres_sous_dotee
57649;Servigny-lès-Sainte-Barbe;4_Tres_dotee
57650;Sierck-les-Bains;1_Tres_sous_dotee
57651;Siersthal;1_Tres_sous_dotee
57652;Sillegny;3_intermediaire
57653;Silly-en-Saulnois;3_intermediaire
57654;Silly-sur-Nied;4_Tres_dotee
57655;Solgne;2_Sous_dotee
57656;Sorbey;2_Sous_dotee
57657;Sotzeling;1_Tres_sous_dotee
57658;Soucht;1_Tres_sous_dotee
57659;Spicheren;3_intermediaire
57660;Stiring-Wendel;1_Tres_sous_dotee
57661;Sturzelbronn;1_Tres_sous_dotee
57662;Suisse;1_Tres_sous_dotee
57663;Talange;4_Tres_dotee
57664;Tarquimpol;1_Tres_sous_dotee
57665;Tenteling;1_Tres_sous_dotee
57666;Terville;4_Tres_dotee
57667;Téterchen;1_Tres_sous_dotee
57668;Teting-sur-Nied;2_Sous_dotee
57669;Théding;1_Tres_sous_dotee
57670;Thicourt;3_intermediaire
57671;Thimonville;2_Sous_dotee
57672;Thionville;3_intermediaire
57673;Thonville;3_intermediaire
57674;Tincry;2_Sous_dotee
57675;Torcheville;1_Tres_sous_dotee
57676;Tragny;2_Sous_dotee
57677;Trémery;4_Tres_dotee
57678;Tressange;1_Tres_sous_dotee
57679;Tritteling-Redlach;3_intermediaire
57680;Troisfontaines;1_Tres_sous_dotee
57681;Tromborn;1_Tres_sous_dotee
57682;Turquestein-Blancrupt;1_Tres_sous_dotee
57683;Uckange;4_Tres_dotee
57684;Vahl-Ebersing;2_Sous_dotee
57685;Vahl-lès-Bénestroff;1_Tres_sous_dotee
57686;Vahl-lès-Faulquemont;3_intermediaire
57687;Vallerange;1_Tres_sous_dotee
57689;Valmestroff;1_Tres_sous_dotee
57690;Valmont;2_Sous_dotee
57691;Valmunster;1_Tres_sous_dotee
57692;Vannecourt;2_Sous_dotee
57693;Vantoux;4_Tres_dotee
57694;Vany;4_Tres_dotee
57695;Varize-Vaudoncourt;1_Tres_sous_dotee
57696;Varsberg;1_Tres_sous_dotee
57697;Vasperviller;1_Tres_sous_dotee
57698;Vatimont;2_Sous_dotee
57700;Vaudreching;1_Tres_sous_dotee
57701;Vaux;4_Tres_dotee
57702;Vaxy;2_Sous_dotee
57703;Veckersviller;1_Tres_sous_dotee
57704;Veckring;3_intermediaire
57705;Velving;1_Tres_sous_dotee
57706;Vergaville;1_Tres_sous_dotee
57707;Vernéville;2_Sous_dotee
57708;Verny;3_intermediaire
57709;Vescheim;3_intermediaire
57711;Vibersviller;1_Tres_sous_dotee
57712;Vic-sur-Seille;2_Sous_dotee
57713;Vieux-Lixheim;1_Tres_sous_dotee
57714;Haute-Vigneulles;3_intermediaire
57715;Vigny;1_Tres_sous_dotee
57716;Vigy;4_Tres_dotee
57717;Viller;3_intermediaire
57718;Villers-Stoncourt;2_Sous_dotee
57719;Villers-sur-Nied;1_Tres_sous_dotee
57720;Villing;1_Tres_sous_dotee
57721;Vilsberg;3_intermediaire
57723;Virming;1_Tres_sous_dotee
57724;Vitry-sur-Orne;1_Tres_sous_dotee
57725;Vittersbourg;1_Tres_sous_dotee
57726;Vittoncourt;2_Sous_dotee
57727;Viviers;2_Sous_dotee
57728;Voimhaut;2_Sous_dotee
57730;Volmerange-lès-Boulay;1_Tres_sous_dotee
57731;Volmerange-les-Mines;3_intermediaire
57732;Volmunster;1_Tres_sous_dotee
57733;Volstroff;3_intermediaire
57734;Voyer;1_Tres_sous_dotee
57736;Vry;4_Tres_dotee
57737;Vulmont;1_Tres_sous_dotee
57738;Waldhouse;1_Tres_sous_dotee
57739;Waldweistroff;1_Tres_sous_dotee
57740;Waldwisse;1_Tres_sous_dotee
57741;Walschbronn;1_Tres_sous_dotee
57742;Walscheid;1_Tres_sous_dotee
57743;Waltembourg;3_intermediaire
57745;Wiesviller;1_Tres_sous_dotee
57746;Willerwald;1_Tres_sous_dotee
57747;Wintersbourg;3_intermediaire
57748;Wittring;1_Tres_sous_dotee
57749;Vœlfling-lès-Bouzonville;1_Tres_sous_dotee
57750;Wœlfling-lès-Sarreguemines;1_Tres_sous_dotee
57751;Woippy;3_intermediaire
57752;Woustviller;1_Tres_sous_dotee
57753;Wuisse;1_Tres_sous_dotee
57754;Xanrey;2_Sous_dotee
57755;Xocourt;2_Sous_dotee
57756;Xouaxange;1_Tres_sous_dotee
57757;Yutz;1_Tres_sous_dotee
57759;Zarbeling;1_Tres_sous_dotee
57760;Zetting;1_Tres_sous_dotee
57761;Zilling;3_intermediaire
57762;Zimming;2_Sous_dotee
57763;Zommange;1_Tres_sous_dotee
57764;Zoufftgen;1_Tres_sous_dotee
57765;Diesen;1_Tres_sous_dotee
57767;Stuckange;3_intermediaire
58001;Achun;1_Tres_sous_dotee
58002;Alligny-Cosne;1_Tres_sous_dotee
58003;Alligny-en-Morvan;1_Tres_sous_dotee
58004;Alluy;1_Tres_sous_dotee
58005;Amazy;1_Tres_sous_dotee
58006;Anlezy;1_Tres_sous_dotee
58007;Annay;1_Tres_sous_dotee
58008;Anthien;1_Tres_sous_dotee
58009;Arbourse;1_Tres_sous_dotee
58010;Arleuf;1_Tres_sous_dotee
58011;Armes;1_Tres_sous_dotee
58012;Arquian;1_Tres_sous_dotee
58013;Arthel;1_Tres_sous_dotee
58014;Arzembouy;1_Tres_sous_dotee
58015;Asnan;1_Tres_sous_dotee
58016;Asnois;1_Tres_sous_dotee
58017;Aunay-en-Bazois;1_Tres_sous_dotee
58018;Authiou;1_Tres_sous_dotee
58019;Avrée;1_Tres_sous_dotee
58020;Avril-sur-Loire;1_Tres_sous_dotee
58021;Azy-le-Vif;1_Tres_sous_dotee
58023;Bazoches;1_Tres_sous_dotee
58024;Bazolles;1_Tres_sous_dotee
58025;Béard;1_Tres_sous_dotee
58026;Beaulieu;1_Tres_sous_dotee
58027;Beaumont-la-Ferrière;1_Tres_sous_dotee
58028;Beaumont-Sardolles;1_Tres_sous_dotee
58029;Beuvron;1_Tres_sous_dotee
58030;Biches;1_Tres_sous_dotee
58031;Billy-Chevannes;3_intermediaire
58032;Billy-sur-Oisy;1_Tres_sous_dotee
58033;Bitry;1_Tres_sous_dotee
58034;Blismes;1_Tres_sous_dotee
58035;Bona;3_intermediaire
58036;Bouhy;1_Tres_sous_dotee
58037;Brassy;1_Tres_sous_dotee
58038;Breugnon;1_Tres_sous_dotee
58039;Brèves;1_Tres_sous_dotee
58040;Brinay;1_Tres_sous_dotee
58041;Brinon-sur-Beuvron;1_Tres_sous_dotee
58042;Bulcy;1_Tres_sous_dotee
58043;Bussy-la-Pesle;1_Tres_sous_dotee
58044;La Celle-sur-Loire;1_Tres_sous_dotee
58045;La Celle-sur-Nièvre;1_Tres_sous_dotee
58046;Cercy-la-Tour;1_Tres_sous_dotee
58047;Cervon;1_Tres_sous_dotee
58048;Cessy-les-Bois;1_Tres_sous_dotee
58049;Chalaux;1_Tres_sous_dotee
58050;Challement;1_Tres_sous_dotee
58051;Challuy;3_intermediaire
58052;Champallement;1_Tres_sous_dotee
58053;Champlemy;1_Tres_sous_dotee
58054;Champlin;1_Tres_sous_dotee
58055;Champvert;1_Tres_sous_dotee
58056;Champvoux;1_Tres_sous_dotee
58057;Chantenay-Saint-Imbert;1_Tres_sous_dotee
58058;La Chapelle-Saint-André;1_Tres_sous_dotee
58059;La Charité-sur-Loire;1_Tres_sous_dotee
58060;Charrin;1_Tres_sous_dotee
58061;Chasnay;1_Tres_sous_dotee
58062;Château-Chinon (Ville);1_Tres_sous_dotee
58063;Château-Chinon (Campagne);1_Tres_sous_dotee
58064;Châteauneuf-Val-de-Bargis;1_Tres_sous_dotee
58065;Châtillon-en-Bazois;1_Tres_sous_dotee
58066;Châtin;1_Tres_sous_dotee
58067;Chaulgnes;1_Tres_sous_dotee
58068;Chaumard;1_Tres_sous_dotee
58069;Chaumot;1_Tres_sous_dotee
58070;Chazeuil;1_Tres_sous_dotee
58071;Chevannes-Changy;1_Tres_sous_dotee
58072;Chevenon;1_Tres_sous_dotee
58073;Chevroches;1_Tres_sous_dotee
58074;Chiddes;1_Tres_sous_dotee
58075;Chitry-les-Mines;1_Tres_sous_dotee
58076;Chougny;1_Tres_sous_dotee
58077;Ciez;1_Tres_sous_dotee
58078;Cizely;1_Tres_sous_dotee
58079;Clamecy;1_Tres_sous_dotee
58080;La Collancelle;1_Tres_sous_dotee
58081;Colméry;1_Tres_sous_dotee
58082;Corancy;1_Tres_sous_dotee
58083;Corbigny;1_Tres_sous_dotee
58084;Corvol-d'Embernard;1_Tres_sous_dotee
58085;Corvol-l'Orgueilleux;1_Tres_sous_dotee
58086;Cosne-Cours-sur-Loire;1_Tres_sous_dotee
58087;Cossaye;1_Tres_sous_dotee
58088;Coulanges-lès-Nevers;3_intermediaire
58089;Couloutre;1_Tres_sous_dotee
58090;Courcelles;1_Tres_sous_dotee
58092;Crux-la-Ville;1_Tres_sous_dotee
58093;Cuncy-lès-Varzy;1_Tres_sous_dotee
58094;Dampierre-sous-Bouhy;1_Tres_sous_dotee
58095;Decize;1_Tres_sous_dotee
58096;Devay;1_Tres_sous_dotee
58097;Diennes-Aubigny;1_Tres_sous_dotee
58098;Dirol;1_Tres_sous_dotee
58099;Dommartin;1_Tres_sous_dotee
58101;Dompierre-sur-Nièvre;1_Tres_sous_dotee
58102;Donzy;1_Tres_sous_dotee
58103;Dornecy;1_Tres_sous_dotee
58104;Dornes;1_Tres_sous_dotee
58105;Druy-Parigny;1_Tres_sous_dotee
58106;Dun-les-Places;1_Tres_sous_dotee
58107;Dun-sur-Grandry;1_Tres_sous_dotee
58108;Empury;1_Tres_sous_dotee
58109;Entrains-sur-Nohain;1_Tres_sous_dotee
58110;Epiry;1_Tres_sous_dotee
58111;Fâchin;1_Tres_sous_dotee
58112;La Fermeté;3_intermediaire
58113;Fertrève;1_Tres_sous_dotee
58114;Fléty;1_Tres_sous_dotee
58115;Fleury-sur-Loire;1_Tres_sous_dotee
58116;Flez-Cuzy;1_Tres_sous_dotee
58117;Fourchambault;1_Tres_sous_dotee
58118;Fours;1_Tres_sous_dotee
58119;Frasnay-Reugny;1_Tres_sous_dotee
58120;Gâcogne;1_Tres_sous_dotee
58121;Garchizy;1_Tres_sous_dotee
58122;Garchy;1_Tres_sous_dotee
58123;Germenay;1_Tres_sous_dotee
58124;Germigny-sur-Loire;1_Tres_sous_dotee
58125;Gien-sur-Cure;1_Tres_sous_dotee
58126;Gimouille;3_intermediaire
58127;Giry;1_Tres_sous_dotee
58128;Glux-en-Glenne;1_Tres_sous_dotee
58129;Gouloux;1_Tres_sous_dotee
58130;Grenois;1_Tres_sous_dotee
58131;Guérigny;3_intermediaire
58132;Guipy;1_Tres_sous_dotee
58133;Héry;1_Tres_sous_dotee
58134;Imphy;1_Tres_sous_dotee
58135;Isenay;1_Tres_sous_dotee
58136;Jailly;3_intermediaire
58137;Lamenay-sur-Loire;1_Tres_sous_dotee
58138;Langeron;1_Tres_sous_dotee
58139;Lanty;1_Tres_sous_dotee
58140;Larochemillay;1_Tres_sous_dotee
58141;Lavault-de-Frétoy;1_Tres_sous_dotee
58142;Limanton;1_Tres_sous_dotee
58143;Limon;1_Tres_sous_dotee
58144;Livry;1_Tres_sous_dotee
58145;Lormes;1_Tres_sous_dotee
58146;Lucenay-lès-Aix;1_Tres_sous_dotee
58147;Lurcy-le-Bourg;1_Tres_sous_dotee
58148;Luthenay-Uxeloup;1_Tres_sous_dotee
58149;Luzy;1_Tres_sous_dotee
58150;Lys;1_Tres_sous_dotee
58151;La Machine;1_Tres_sous_dotee
58152;Magny-Cours;3_intermediaire
58153;Magny-Lormes;1_Tres_sous_dotee
58154;La Maison-Dieu;1_Tres_sous_dotee
58155;La Marche;1_Tres_sous_dotee
58156;Marcy;1_Tres_sous_dotee
58157;Marigny-l'Église;1_Tres_sous_dotee
58158;Mars-sur-Allier;1_Tres_sous_dotee
58159;Marigny-sur-Yonne;1_Tres_sous_dotee
58160;Marzy;1_Tres_sous_dotee
58161;Maux;1_Tres_sous_dotee
58162;Menestreau;1_Tres_sous_dotee
58163;Menou;1_Tres_sous_dotee
58164;Mesves-sur-Loire;1_Tres_sous_dotee
58165;Metz-le-Comte;1_Tres_sous_dotee
58166;Mhère;1_Tres_sous_dotee
